Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,160830,2016-08-30,20601,CBT ,0,20,582396,13823,25291,8890,182858,164078,103721,80951,75815,31970,6978,32148,256,429447,442169,152949,140227,-7345.0,4192.0,-8940.0,4684.0,-27019.0,-14315.0,-1604.0,4929.0,-5201.0,11082.0,-393.0,7415.0,88.0,-4041.0,-6791.0,-3304.0,-554.0,100,2.4,4.3,1.5,31.4,28.2,17.8,13.9,13.0,5.5,1.2,5.5,0.0,73.7,75.9,26.3,24.1,133,6.0,13.0,12.0,35.0,27.0,30.0,18.0,23.0,17.0,4.0,7.0,,97,97,14.0,24.2,23.7,35.2,10.2,16.1,17.5,24.8,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,160906,2016-09-06,20601,CBT ,0,20,562705,10726,16954,3522,183749,165558,104688,78126,69984,21167,9075,39018,0,411053,420891,151652,141814,-19691.0,-3097.0,-8337.0,-5368.0,891.0,1480.0,967.0,-2825.0,-5831.0,-10803.0,2097.0,6870.0,-256.0,-18394.0,-21278.0,-1297.0,1587.0,100,1.9,3.0,0.6,32.7,29.4,18.6,13.9,12.4,3.8,1.6,6.9,0.0,73.0,74.8,27.0,25.2,135,6.0,8.0,6.0,35.0,28.0,28.0,23.0,24.0,16.0,5.0,6.0,0.0,93,92,15.0,25.0,25.0,37.4,10.8,18.1,18.4,26.4,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,160913,2016-09-13,20601,CBT ,0,20,560056,19607,31399,4995,174867,147458,113426,65557,76041,21494,11204,24439,151,411301,419403,148755,140653,-2649.0,8881.0,14445.0,1473.0,-8882.0,-18100.0,8738.0,-12569.0,6057.0,327.0,2129.0,-14579.0,151.0,248.0,-1488.0,-2897.0,-1161.0,100,3.5,5.6,0.9,31.2,26.3,20.3,11.7,13.6,3.8,2.0,4.4,0.0,73.4,74.9,26.6,25.1,149,11.0,12.0,7.0,36.0,28.0,31.0,27.0,24.0,17.0,4.0,7.0,,102,104,15.6,23.2,25.5,33.8,10.3,15.2,17.6,22.8,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,160920,2016-09-20,20601,CBT ,0,20,560194,24456,34012,3035,175074,154453,109095,60693,81941,17032,14643,26912,123,404151,426603,156043,133591,138.0,4849.0,2613.0,-1960.0,207.0,6995.0,-4331.0,-4864.0,5900.0,-4462.0,3439.0,2473.0,-28.0,-7150.0,7200.0,7288.0,-7062.0,100,4.4,6.1,0.5,31.3,27.6,19.5,10.8,14.6,3.0,2.6,4.8,0.0,72.1,76.2,27.9,23.8,151,12.0,12.0,5.0,36.0,30.0,32.0,24.0,25.0,14.0,6.0,6.0,,102,103,15.5,22.7,25.3,33.4,10.3,14.7,17.4,22.3,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,160927,2016-09-27,20601,CBT ,0,20,564271,20472,28790,2364,177983,151193,113055,64466,87814,12830,9273,30801,11,400454,426858,163817,137413,4077.0,-3984.0,-5222.0,-671.0,2909.0,-3260.0,3960.0,3773.0,5873.0,-4202.0,-5370.0,3889.0,-112.0,-3697.0,255.0,7774.0,3822.0,100,3.6,5.1,0.4,31.5,26.8,20.0,11.4,15.6,2.3,1.6,5.5,0.0,71.0,75.6,29.0,24.4,147,9.0,10.0,4.0,39.0,26.0,34.0,24.0,27.0,13.0,7.0,5.0,,100,99,15.3,23.5,25.2,34.1,10.4,14.4,17.5,21.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,161004,2016-10-04,20601,CBT ,0,20,569086,22295,26362,1900,188267,145022,114977,66296,104757,11628,9326,30259,206,414895,435111,154191,133975,4815.0,1823.0,-2428.0,-464.0,10284.0,-6171.0,1922.0,1830.0,16943.0,-1202.0,53.0,-542.0,195.0,14441.0,8253.0,-9626.0,-3438.0,100,3.9,4.6,0.3,33.1,25.5,20.2,11.6,18.4,2.0,1.6,5.3,0.0,72.9,76.5,27.1,23.5,150,12.0,7.0,5.0,36.0,31.0,35.0,25.0,27.0,14.0,7.0,5.0,,107,98,15.7,24.0,26.1,35.1,11.3,17.0,18.3,24.8,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,161011,2016-10-11,20601,CBT ,0,20,571432,23830,24799,2069,183192,145372,111939,72669,107451,13793,8328,28312,58,415878,433793,155554,137639,2346.0,1535.0,-1563.0,169.0,-5075.0,350.0,-3038.0,6373.0,2694.0,2165.0,-998.0,-1947.0,-148.0,983.0,-1318.0,1363.0,3664.0,100,4.2,4.3,0.4,32.1,25.4,19.6,12.7,18.8,2.4,1.5,5.0,0.0,72.8,75.9,27.2,24.1,158,13.0,11.0,6.0,36.0,29.0,35.0,29.0,27.0,13.0,6.0,7.0,,112,101,16.2,23.5,26.8,34.2,11.2,16.1,17.9,24.2,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,161018,2016-10-18,20601,CBT ,0,20,554097,26889,22429,2051,189355,134247,112787,56923,111974,12429,6080,13519,182,406696,409618,147401,144479,-17335.0,3059.0,-2370.0,-18.0,6163.0,-11125.0,848.0,-15746.0,4523.0,-1364.0,-2248.0,-14793.0,124.0,-9182.0,-24175.0,-8153.0,6840.0,100,4.9,4.0,0.4,34.2,24.2,20.4,10.3,20.2,2.2,1.1,2.4,0.0,73.4,73.9,26.6,26.1,159,12.0,12.0,6.0,38.0,28.0,35.0,27.0,30.0,12.0,5.0,7.0,,109,105,17.4,24.0,28.3,34.1,11.5,16.6,18.2,23.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,161025,2016-10-25,20601,CBT ,0,20,557367,20844,30795,1651,195013,128852,113228,59168,106626,11131,7030,16724,60,408125,409067,149242,148300,3270.0,-6045.0,8366.0,-400.0,5658.0,-5395.0,441.0,2245.0,-5348.0,-1298.0,950.0,3205.0,-122.0,1429.0,-551.0,1841.0,3821.0,100,3.7,5.5,0.3,35.0,23.1,20.3,10.6,19.1,2.0,1.3,3.0,0.0,73.2,73.4,26.8,26.6,147,9.0,12.0,6.0,40.0,25.0,33.0,23.0,27.0,11.0,4.0,7.0,,99,100,17.7,22.6,28.6,32.1,11.5,15.0,17.7,22.6,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,161101,2016-11-01,20601,CBT ,0,20,544660,20669,33882,1712,203117,118921,110452,45536,91843,12588,5306,12113,159,399539,381670,145121,162990,-12707.0,-175.0,3087.0,61.0,8104.0,-9931.0,-2776.0,-13632.0,-14783.0,1457.0,-1724.0,-4611.0,99.0,-8586.0,-27397.0,-4121.0,14690.0,100,3.8,6.2,0.3,37.3,21.8,20.3,8.4,16.9,2.3,1.0,2.2,0.0,73.4,70.1,26.6,29.9,142,9.0,13.0,8.0,40.0,23.0,32.0,22.0,25.0,15.0,4.0,6.0,,100,99,19.2,22.9,30.4,32.3,11.7,15.3,18.7,22.3,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,161108,2016-11-08,20601,CBT ,0,20,545561,20893,35348,1901,215230,129030,94037,40728,95167,14073,9808,13232,97,396767,382885,148794,162676,901.0,224.0,1466.0,189.0,12113.0,10109.0,-16415.0,-4808.0,3324.0,1485.0,4502.0,1119.0,-62.0,-2772.0,1215.0,3673.0,-314.0,100,3.8,6.5,0.3,39.5,23.7,17.2,7.5,17.4,2.6,1.8,2.4,0.0,72.7,70.2,27.3,29.8,148,10.0,14.0,8.0,40.0,21.0,31.0,23.0,27.0,18.0,6.0,6.0,,109,98,18.7,22.9,30.1,32.3,12.7,16.9,20.8,24.2,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,161115,2016-11-15,20601,CBT ,0,20,591542,15556,41897,2003,243428,141786,86987,68144,114935,14836,12313,17437,66,443333,419947,148209,171595,45981.0,-5337.0,6549.0,102.0,28198.0,12756.0,-7050.0,27416.0,19768.0,763.0,2505.0,4205.0,-31.0,46566.0,37062.0,-585.0,8919.0,100,2.6,7.1,0.3,41.2,24.0,14.7,11.5,19.4,2.5,2.1,2.9,0.0,74.9,71.0,25.1,29.0,162,10.0,11.0,5.0,41.0,25.0,31.0,30.0,30.0,22.0,4.0,11.0,,114,108,19.5,20.3,30.7,28.6,14.8,14.9,23.6,21.4,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,161122,2016-11-22,20601,CBT ,0,20,602091,18999,41270,3729,243379,135566,82939,64155,108002,29264,9652,15637,1240,453357,417647,148734,184444,10549.0,3443.0,-627.0,1726.0,-49.0,-6220.0,-4048.0,-3989.0,-6933.0,14428.0,-2661.0,-1800.0,1174.0,10024.0,-2300.0,525.0,12849.0,100,3.2,6.9,0.6,40.4,22.5,13.8,10.7,17.9,4.9,1.6,2.6,0.2,75.3,69.4,24.7,30.6,162,10.0,10.0,6.0,42.0,22.0,31.0,33.0,33.0,29.0,4.0,8.0,,117,113,17.7,19.9,28.6,27.3,12.9,14.3,21.7,20.5,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,161129,2016-11-29,20601,CBT ,0,20,578177,8236,43289,9335,263878,126938,79940,38861,115844,14804,19653,13739,63,434770,403952,143407,174225,-23914.0,-10763.0,2019.0,5606.0,20499.0,-8628.0,-2999.0,-25294.0,7842.0,-14460.0,10001.0,-1898.0,-1177.0,-18587.0,-13695.0,-5327.0,-10219.0,100,1.4,7.5,1.6,45.6,22.0,13.8,6.7,20.0,2.6,3.4,2.4,0.0,75.2,69.9,24.8,30.1,147,5.0,12.0,8.0,42.0,23.0,31.0,21.0,32.0,22.0,4.0,8.0,,104,106,19.7,19.0,32.3,26.9,15.6,14.5,25.7,20.7,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,161206,2016-12-06,20601,CBT ,0,20,575948,9796,34960,8462,284487,142612,73272,41288,116348,12804,6968,19504,1731,438808,409693,137140,166255,-2229.0,1560.0,-8329.0,-873.0,20609.0,15674.0,-6668.0,2427.0,504.0,-2000.0,-12685.0,5765.0,1668.0,4038.0,5741.0,-6267.0,-7970.0,100,1.7,6.1,1.5,49.4,24.8,12.7,7.2,20.2,2.2,1.2,3.4,0.3,76.2,71.1,23.8,28.9,151,6.0,10.0,6.0,39.0,29.0,31.0,18.0,37.0,17.0,6.0,6.0,4.0,95,114,19.8,18.3,34.4,26.0,17.4,14.3,28.7,20.4,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,161213,2016-12-13,20601,CBT ,0,20,591367,10559,42813,4001,291795,153579,75640,56872,117290,10005,9372,18788,1748,459992,423864,131375,167503,15419.0,763.0,7853.0,-4461.0,7308.0,10967.0,2368.0,15584.0,942.0,-2799.0,2404.0,-716.0,17.0,21184.0,14171.0,-5765.0,1248.0,100,1.8,7.2,0.7,49.3,26.0,12.8,9.6,19.8,1.7,1.6,3.2,0.3,77.8,71.7,22.2,28.3,157,6.0,13.0,5.0,37.0,29.0,32.0,21.0,38.0,17.0,6.0,7.0,,98,116,20.8,18.9,34.4,26.3,18.5,14.1,29.8,20.2,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,161220,2016-12-20,20601,CBT ,0,20,592942,10070,47426,3206,275392,146460,88103,63226,119595,6326,12563,19927,2092,460978,433135,131964,159807,1575.0,-489.0,4613.0,-795.0,-16403.0,-7119.0,12463.0,6354.0,2305.0,-3679.0,3191.0,1139.0,344.0,986.0,9271.0,589.0,-7696.0,100,1.7,8.0,0.5,46.4,24.7,14.9,10.7,20.2,1.1,2.1,3.4,0.4,77.7,73.0,22.3,27.0,155,8.0,12.0,5.0,37.0,27.0,34.0,25.0,33.0,14.0,8.0,5.0,,98,113,22.6,20.2,34.9,28.1,19.5,15.4,29.3,22.0,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,161227,2016-12-27,20601,CBT ,0,20,594263,6981,36764,4598,286807,135092,96861,49344,132217,7656,13391,13371,2401,468039,428960,126224,165303,1321.0,-3089.0,-10662.0,1392.0,11415.0,-11368.0,8758.0,-13882.0,12622.0,1330.0,828.0,-6556.0,309.0,7061.0,-4175.0,-5740.0,5496.0,100,1.2,6.2,0.8,48.3,22.7,16.3,8.3,22.2,1.3,2.3,2.3,0.4,78.8,72.2,21.2,27.8,147,5.0,12.0,4.0,38.0,26.0,34.0,16.0,37.0,14.0,7.0,6.0,,88,114,25.5,19.6,38.3,27.8,21.5,14.8,31.4,20.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,170103,2017-01-03,20601,CBT ,0,20,604589,5704,32729,8855,304412,142352,96431,43191,143894,6547,12997,9694,2017,480154,442519,124435,162070,10326.0,-1277.0,-4035.0,4257.0,17605.0,7260.0,-430.0,-6153.0,11677.0,-1109.0,-394.0,-3677.0,-384.0,12115.0,13559.0,-1789.0,-3233.0,100,0.9,5.4,1.5,50.4,23.5,15.9,7.1,23.8,1.1,2.1,1.6,0.3,79.4,73.2,20.6,26.8,146,5.0,13.0,4.0,41.0,25.0,35.0,12.0,39.0,10.0,6.0,5.0,,86,111,25.5,20.2,38.4,28.9,22.0,15.3,31.8,22.2,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,170110,2017-01-10,20601,CBT ,0,20,621710,7237,25744,8412,317312,146771,98648,42617,140498,11264,11877,20138,1982,499349,453457,122361,168253,17121.0,1533.0,-6985.0,-443.0,12900.0,4419.0,2217.0,-574.0,-3396.0,4717.0,-1120.0,10444.0,-35.0,19195.0,10938.0,-2074.0,6183.0,100,1.2,4.1,1.4,51.0,23.6,15.9,6.9,22.6,1.8,1.9,3.2,0.3,80.3,72.9,19.7,27.1,152,7.0,10.0,4.0,44.0,26.0,36.0,17.0,36.0,14.0,7.0,5.0,,97,111,26.3,20.0,38.8,29.2,22.7,15.0,32.6,22.0,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,170117,2017-01-17,20601,CBT ,0,20,615818,9762,35264,1106,310810,140395,101882,42634,124339,8948,11426,31261,2011,488579,445206,127239,170612,-5892.0,2525.0,9520.0,-7306.0,-6502.0,-6376.0,3234.0,17.0,-16159.0,-2316.0,-451.0,11123.0,29.0,-10770.0,-8251.0,4878.0,2359.0,100,1.6,5.7,0.2,50.5,22.8,16.5,6.9,20.2,1.5,1.9,5.1,0.3,79.3,72.3,20.7,27.7,145,8.0,9.0,4.0,44.0,24.0,34.0,20.0,28.0,17.0,7.0,5.0,,100,103,25.5,20.1,38.0,29.6,21.9,15.2,31.6,23.4,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,170124,2017-01-24,20601,CBT ,0,20,614355,9370,35786,1174,299132,137514,108188,50968,117182,8324,10197,41541,1696,489049,451405,125306,162950,-1463.0,-392.0,522.0,68.0,-11678.0,-2881.0,6306.0,8334.0,-7157.0,-624.0,-1229.0,10280.0,-315.0,470.0,6199.0,-1933.0,-7662.0,100,1.5,5.8,0.2,48.7,22.4,17.6,8.3,19.1,1.4,1.7,6.8,0.3,79.6,73.5,20.4,26.5,155,9.0,10.0,5.0,44.0,25.0,34.0,20.0,33.0,16.0,6.0,8.0,,101,111,25.0,20.5,37.6,30.4,20.6,15.7,30.3,23.0,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,170131,2017-01-31,20601,CBT ,0,20,614586,9678,27254,1965,298943,140648,116094,48229,106270,10847,2585,40740,1719,490060,445537,124526,169049,231.0,308.0,-8532.0,791.0,-189.0,3134.0,7906.0,-2739.0,-10912.0,2523.0,-7612.0,-801.0,23.0,1011.0,-5868.0,-780.0,6099.0,100,1.6,4.4,0.3,48.6,22.9,18.9,7.8,17.3,1.8,0.4,6.6,0.3,79.7,72.5,20.3,27.5,148,7.0,9.0,5.0,43.0,28.0,34.0,19.0,30.0,19.0,4.0,8.0,5.0,102,109,24.9,21.4,37.6,31.1,20.0,16.3,30.2,22.8,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,170207,2017-02-07,20601,CBT ,0,20,621110,9046,23138,6439,293874,135811,117196,48144,112579,10750,2258,41827,1815,489522,449555,131588,171555,6524.0,-632.0,-4116.0,4474.0,-5069.0,-4837.0,1102.0,-85.0,6309.0,-97.0,-327.0,1087.0,96.0,-538.0,4018.0,7062.0,2506.0,100,1.5,3.7,1.0,47.3,21.9,18.9,7.8,18.1,1.7,0.4,6.7,0.3,78.8,72.4,21.2,27.6,148,7.0,10.0,7.0,41.0,28.0,32.0,22.0,27.0,18.0,,10.0,5.0,102,108,25.2,21.7,37.2,32.6,20.1,17.1,30.1,24.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,170214,2017-02-14,20601,CBT ,0,20,632327,13651,22036,3474,309967,133677,115262,54637,123983,11777,1568,44792,2289,512625,457290,119702,175037,11217.0,4605.0,-1102.0,-2965.0,16093.0,-2134.0,-1934.0,6493.0,11404.0,1027.0,-690.0,2965.0,474.0,23103.0,7735.0,-11886.0,3482.0,100,2.2,3.5,0.5,49.0,21.1,18.2,8.6,19.6,1.9,0.2,7.1,0.4,81.1,72.3,18.9,27.7,157,10.0,8.0,5.0,43.0,28.0,34.0,22.0,32.0,24.0,,11.0,6.0,113,113,26.0,20.9,38.0,32.2,21.0,17.4,31.6,24.6,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,170221,2017-02-21,20601,CBT ,0,20,642991,9077,25443,6260,288751,144784,117499,62267,116583,13858,5410,47825,2323,505445,474575,137546,168416,10664.0,-4574.0,3407.0,2786.0,-21216.0,11107.0,2237.0,7630.0,-7400.0,2081.0,3842.0,3033.0,34.0,-7180.0,17285.0,17844.0,-6621.0,100,1.4,4.0,1.0,44.9,22.5,18.3,9.7,18.1,2.2,0.8,7.4,0.4,78.6,73.8,21.4,26.2,154,8.0,10.0,9.0,38.0,28.0,33.0,24.0,29.0,27.0,4.0,12.0,6.0,112,117,24.3,21.4,36.1,32.6,18.8,17.1,29.2,24.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,170228,2017-02-28,20601,CBT ,0,20,650578,7706,27124,5550,317595,165349,105567,54461,117844,17058,7325,49730,2056,517318,490278,133260,160300,7587.0,-1371.0,1681.0,-710.0,28844.0,20565.0,-11932.0,-7806.0,1261.0,3200.0,1915.0,1905.0,-267.0,11873.0,15703.0,-4286.0,-8116.0,100,1.2,4.2,0.9,48.8,25.4,16.2,8.4,18.1,2.6,1.1,7.6,0.3,79.5,75.4,20.5,24.6,153,5.0,10.0,4.0,39.0,32.0,33.0,22.0,27.0,19.0,7.0,10.0,,99,113,26.2,21.6,38.2,32.3,22.6,16.8,32.7,25.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,170307,2017-03-07,20601,CBT ,0,20,673380,10031,26616,8535,327499,178758,102950,68590,139927,15169,8013,39423,2909,543696,514287,129684,159093,22802.0,2325.0,-508.0,2985.0,9904.0,13409.0,-2617.0,14129.0,22083.0,-1889.0,688.0,-10307.0,853.0,26378.0,24009.0,-3576.0,-1207.0,100,1.5,4.0,1.3,48.6,26.5,15.3,10.2,20.8,2.3,1.2,5.9,0.4,80.7,76.4,19.3,23.6,161,7.0,8.0,6.0,38.0,34.0,32.0,27.0,29.0,18.0,7.0,11.0,,106,114,25.4,21.7,36.9,33.9,21.7,18.3,31.9,26.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,170314,2017-03-14,20601,CBT ,0,20,646584,18507,14227,6317,292637,174720,106984,72223,135057,8379,9841,31915,2978,517866,480577,128718,166007,-26796.0,8476.0,-12389.0,-2218.0,-34862.0,-4038.0,4034.0,3633.0,-4870.0,-6790.0,1828.0,-7508.0,69.0,-25830.0,-33710.0,-966.0,6914.0,100,2.9,2.2,1.0,45.3,27.0,16.5,11.2,20.9,1.3,1.5,4.9,0.5,80.1,74.3,19.9,25.7,150,9.0,6.0,,35.0,32.0,31.0,27.0,25.0,15.0,5.0,11.0,4.0,102,101,23.5,21.7,35.4,33.5,19.0,17.9,29.9,25.8,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,170321,2017-03-21,20601,CBT ,0,20,633163,8676,21877,6646,276278,155566,113172,72079,132082,9846,9688,25139,2831,499216,467159,133947,166004,-13421.0,-9831.0,7650.0,329.0,-16359.0,-19154.0,6188.0,-144.0,-2975.0,1467.0,-153.0,-6776.0,-147.0,-18650.0,-13418.0,5229.0,-3.0,100,1.4,3.5,1.0,43.6,24.6,17.9,11.4,20.9,1.6,1.5,4.0,0.4,78.8,73.8,21.2,26.2,148,6.0,10.0,4.0,35.0,30.0,30.0,25.0,26.0,18.0,10.0,6.0,,99,103,22.1,21.9,34.2,34.8,16.7,17.9,27.7,26.5,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,170328,2017-03-28,20601,CBT ,0,20,624686,7092,32365,5510,283296,153870,110891,61294,124847,9603,12094,22769,2576,492356,462431,132330,162255,-8477.0,-1584.0,10488.0,-1136.0,7018.0,-1696.0,-2281.0,-10785.0,-7235.0,-243.0,2406.0,-2370.0,-255.0,-6860.0,-4728.0,-1617.0,-3749.0,100,1.1,5.2,0.9,45.4,24.6,17.8,9.8,20.0,1.5,1.9,3.6,0.4,78.8,74.0,21.2,26.0,145,,13.0,,38.0,26.0,30.0,27.0,22.0,16.0,9.0,7.0,,97,99,22.5,22.4,34.0,34.7,17.1,17.4,27.3,25.4,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,170404,2017-04-04,20601,CBT ,0,20,640036,13192,20645,5519,288354,157209,114609,54180,136650,9871,9254,30005,2742,497721,477250,142315,162786,15350.0,6100.0,-11720.0,9.0,5058.0,3339.0,3718.0,-7114.0,11803.0,268.0,-2840.0,7236.0,166.0,5365.0,14819.0,9985.0,531.0,100,2.1,3.2,0.9,45.1,24.6,17.9,8.5,21.4,1.5,1.4,4.7,0.4,77.8,74.6,22.2,25.4,144,8.0,8.0,,39.0,28.0,31.0,21.0,25.0,13.0,6.0,9.0,,96,98,22.4,22.7,33.9,35.8,17.2,18.8,26.6,26.7,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,170411,2017-04-11,20601,CBT ,0,20,643041,14580,15218,5556,280613,152233,120645,62373,130462,11043,4743,30117,3720,503273,468994,139768,174047,3005.0,1388.0,-5427.0,37.0,-7741.0,-4976.0,6036.0,8193.0,-6188.0,1172.0,-4511.0,112.0,978.0,5552.0,-8256.0,-2547.0,11261.0,100,2.3,2.4,0.9,43.6,23.7,18.8,9.7,20.3,1.7,0.7,4.7,0.6,78.3,72.9,21.7,27.1,148,10.0,9.0,,39.0,26.0,31.0,24.0,25.0,14.0,7.0,8.0,5.0,101,100,22.0,23.0,33.3,36.0,16.1,18.4,25.6,26.3,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
