Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190514,2019-05-14,45601,CBT ,0,45,2126418,627352,229252,575024,19099,88478,38727,192493,552892,546326,73862,20394,20221,2093104,2071314,33314,55104,140103.0,8089.0,-5718.0,-3217.0,16923.0,37853.0,-912.0,66105.0,35033.0,57051.0,-2255.0,10468.0,2910.0,144694.0,133468.0,-4591.0,6635.0,100,29.5,10.8,27.0,0.9,4.2,1.8,9.1,26.0,25.7,3.5,1.0,1.0,98.4,97.4,1.6,2.6,145,22.0,35.0,44.0,4.0,5.0,5.0,26.0,37.0,42.0,5.0,8.0,6.0,110,132,33.4,29.5,49.6,43.3,24.9,20.3,31.9,26.9,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190521,2019-05-21,45601,CBT ,0,45,2300556,652611,225891,630295,5167,90498,53682,194857,624825,586982,123659,19111,21375,2268628,2252659,31928,47897,174138.0,25259.0,-3361.0,55271.0,-13932.0,2020.0,14955.0,2364.0,71933.0,40656.0,49797.0,-1283.0,1154.0,175524.0,181345.0,-1386.0,-7207.0,100,28.4,9.8,27.4,0.2,3.9,2.3,8.5,27.2,25.5,5.4,0.8,0.9,98.6,97.9,1.4,2.1,148,22.0,35.0,41.0,4.0,5.0,4.0,27.0,37.0,47.0,5.0,11.0,7.0,109,138,32.1,29.4,49.1,43.6,25.1,21.0,30.7,27.2,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190528,2019-05-28,45601,CBT ,0,45,2403395,692281,201407,654792,4181,91768,54286,214280,714152,594085,131511,19970,21816,2367232,2352276,36163,51119,102839.0,39670.0,-24484.0,24497.0,-986.0,1270.0,604.0,19423.0,89327.0,7103.0,7852.0,859.0,441.0,98604.0,99617.0,4235.0,3222.0,100,28.8,8.4,27.2,0.2,3.8,2.3,8.9,29.7,24.7,5.5,0.8,0.9,98.5,97.9,1.5,2.1,151,26.0,32.0,47.0,,6.0,6.0,28.0,34.0,46.0,7.0,11.0,7.0,117,140,31.5,29.5,48.6,44.2,24.0,22.0,30.1,28.4,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190604,2019-06-04,45601,CBT ,0,45,2165934,546019,183308,649983,37511,83154,31197,265512,657502,455396,122471,30103,24987,2133076,2115630,32858,50304,-237461.0,-146262.0,-18099.0,-4809.0,33330.0,-8614.0,-23089.0,51232.0,-56650.0,-138689.0,-9040.0,10133.0,3171.0,-234156.0,-236646.0,-3305.0,-815.0,100,25.2,8.5,30.0,1.7,3.8,1.4,12.3,30.4,21.0,5.7,1.4,1.2,98.5,97.7,1.5,2.3,154,24.0,35.0,44.0,6.0,6.0,,23.0,42.0,46.0,6.0,10.0,8.0,118,137,31.9,29.0,48.6,41.3,23.5,18.8,30.1,27.0,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190611,2019-06-11,45601,CBT ,0,45,2275845,570675,224877,667645,22538,88923,61996,311048,663941,456466,134654,41130,17260,2242282,2222238,33563,53607,109911.0,24656.0,41569.0,17662.0,-14973.0,5769.0,30799.0,45536.0,6439.0,1070.0,12183.0,11027.0,-7727.0,109206.0,106608.0,705.0,3303.0,100,25.1,9.9,29.3,1.0,3.9,2.7,13.7,29.2,20.1,5.9,1.8,0.8,98.5,97.6,1.5,2.4,157,26.0,33.0,47.0,5.0,7.0,4.0,27.0,40.0,50.0,7.0,9.0,9.0,125,142,30.9,25.8,47.7,39.1,23.7,15.4,32.7,24.8,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190618,2019-06-18,45601,CBT ,0,45,2288816,538808,302947,653955,12272,99997,91767,348841,578856,440384,152600,49864,15981,2254608,2233751,34208,55065,12971.0,-31867.0,78070.0,-13690.0,-10266.0,11074.0,29771.0,37793.0,-85085.0,-16082.0,17946.0,8734.0,-1279.0,12326.0,11513.0,645.0,1458.0,100,23.5,13.2,28.6,0.5,4.4,4.0,15.2,25.3,19.2,6.7,2.2,0.7,98.5,97.6,1.5,2.4,173,26.0,38.0,50.0,,10.0,4.0,29.0,41.0,50.0,10.0,13.0,9.0,135,151,29.3,23.7,46.8,37.0,21.6,13.4,32.0,22.0,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190625,2019-06-25,45601,CBT ,0,45,2284359,502858,345307,639141,5201,92548,61925,443655,619528,397239,184486,57569,8728,2243233,2221985,41126,62374,-4457.0,-35950.0,42360.0,-14814.0,-7071.0,-7449.0,-29842.0,94814.0,40672.0,-43145.0,31886.0,7705.0,-7253.0,-11375.0,-11766.0,6918.0,7309.0,100,22.0,15.1,28.0,0.2,4.1,2.7,19.4,27.1,17.4,8.1,2.5,0.4,98.2,97.3,1.8,2.7,180,29.0,43.0,52.0,,9.0,,35.0,37.0,53.0,8.0,14.0,8.0,136,160,30.5,25.6,51.9,42.1,27.9,15.1,37.9,24.6,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190702,2019-07-02,45601,CBT ,0,45,2050441,460077,358378,555174,11228,71212,57397,381735,524433,360984,184245,60111,6209,2017049,1993898,33392,56543,-233918.0,-42781.0,13071.0,-83967.0,6027.0,-21336.0,-4528.0,-61920.0,-95095.0,-36255.0,-241.0,2542.0,-2519.0,-226184.0,-228087.0,-7734.0,-5831.0,100,22.4,17.5,27.1,0.5,3.5,2.8,18.6,25.6,17.6,9.0,2.9,0.3,98.4,97.2,1.6,2.8,172,19.0,43.0,45.0,,8.0,,29.0,46.0,52.0,6.0,13.0,4.0,121,155,31.1,24.0,52.4,37.8,27.5,15.1,39.2,22.9,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190709,2019-07-09,45601,CBT ,0,45,2100243,473491,381904,602456,3555,73523,55477,325166,482277,397460,190217,42774,7274,2055096,2043145,45147,57098,49802.0,13414.0,23526.0,47282.0,-7673.0,2311.0,-1920.0,-56569.0,-42156.0,36476.0,5972.0,-17337.0,1065.0,38047.0,49247.0,11755.0,555.0,100,22.5,18.2,28.7,0.2,3.5,2.6,15.5,23.0,18.9,9.1,2.0,0.3,97.9,97.3,2.1,2.7,169,23.0,42.0,49.0,,10.0,,25.0,46.0,51.0,6.0,11.0,5.0,125,152,30.2,23.9,53.0,38.2,26.3,16.0,36.3,23.7,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190716,2019-07-16,45601,CBT ,0,45,2202528,540340,386935,628761,8632,71565,48623,334305,512321,436074,163954,53977,10377,2171066,2148633,31462,53895,102285.0,66849.0,5031.0,26305.0,5077.0,-1958.0,-6854.0,9139.0,30044.0,38614.0,-26263.0,11203.0,3103.0,115970.0,105488.0,-13685.0,-3203.0,100,24.5,17.6,28.5,0.4,3.2,2.2,15.2,23.3,19.8,7.4,2.5,0.5,98.6,97.6,1.4,2.4,174,20.0,45.0,50.0,,10.0,6.0,32.0,43.0,53.0,7.0,11.0,5.0,130,158,29.5,24.7,55.4,37.7,25.6,14.8,37.3,23.8,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190723,2019-07-23,45601,CBT ,0,45,2238764,584035,362689,661626,4402,49844,43263,311742,561300,442266,145893,54026,6801,2200028,2181815,38736,56949,36236.0,43695.0,-24246.0,32865.0,-4230.0,-21721.0,-5360.0,-22563.0,48979.0,6192.0,-18061.0,49.0,-3576.0,28962.0,33182.0,7274.0,3054.0,100,26.1,16.2,29.6,0.2,2.2,1.9,13.9,25.1,19.8,6.5,2.4,0.3,98.3,97.5,1.7,2.5,179,28.0,40.0,53.0,,11.0,5.0,35.0,43.0,56.0,6.0,12.0,4.0,134,163,29.6,27.8,52.0,41.0,22.0,16.6,33.9,24.4,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190730,2019-07-30,45601,CBT ,0,45,2339759,617425,385893,671554,9521,53581,45549,360007,623703,433661,147385,53992,8029,2293131,2275962,46628,63797,100995.0,33390.0,23204.0,9928.0,5119.0,3737.0,2286.0,48265.0,62403.0,-8605.0,1492.0,-34.0,1228.0,93103.0,94147.0,7892.0,6848.0,100,26.4,16.5,28.7,0.4,2.3,1.9,15.4,26.7,18.5,6.3,2.3,0.3,98.0,97.3,2.0,2.7,184,28.0,37.0,54.0,5.0,9.0,9.0,38.0,42.0,55.0,8.0,12.0,5.0,143,164,30.8,25.0,51.3,37.3,18.8,16.0,32.3,24.3,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190806,2019-08-06,45601,CBT ,0,45,1931564,531489,310091,624972,10820,36876,38360,227364,489566,346580,100497,21758,10572,1890654,1878775,40910,52789,-408195.0,-85936.0,-75802.0,-46582.0,1299.0,-16705.0,-7189.0,-132643.0,-134137.0,-87081.0,-46888.0,-32234.0,2543.0,-402477.0,-397187.0,-5718.0,-11008.0,100,27.5,16.1,32.4,0.6,1.9,2.0,11.8,25.3,17.9,5.2,1.1,0.5,97.9,97.3,2.1,2.7,162,28.0,35.0,47.0,,7.0,5.0,37.0,37.0,55.0,6.0,8.0,5.0,128,146,35.8,26.1,54.7,41.4,23.6,17.4,32.6,25.5,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190813,2019-08-13,45601,CBT ,0,45,1856593,444436,289249,626843,10352,36975,43548,228666,422542,354091,97795,23129,9357,1815088,1805734,41505,50859,-74971.0,-87053.0,-20842.0,1871.0,-468.0,99.0,5188.0,1302.0,-67024.0,7511.0,-2702.0,1371.0,-1215.0,-75566.0,-73041.0,595.0,-1930.0,100,23.9,15.6,33.8,0.6,2.0,2.3,12.3,22.8,19.1,5.3,1.2,0.5,97.8,97.3,2.2,2.7,154,27.0,34.0,50.0,,7.0,4.0,31.0,37.0,54.0,7.0,6.0,5.0,126,141,32.9,23.3,52.4,38.6,21.1,12.4,28.8,21.4,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190820,2019-08-20,45601,CBT ,0,45,1925207,429759,306762,643451,15331,52931,43023,248010,403164,395865,98809,22971,9838,1884086,1878005,41121,47202,68614.0,-14677.0,17513.0,16608.0,4979.0,15956.0,-525.0,19344.0,-19378.0,41774.0,1014.0,-158.0,481.0,68998.0,72271.0,-384.0,-3657.0,100,22.3,15.9,33.4,0.8,2.7,2.2,12.9,20.9,20.6,5.1,1.2,0.5,97.9,97.5,2.1,2.5,157,30.0,33.0,48.0,,5.0,4.0,34.0,36.0,56.0,9.0,5.0,5.0,128,142,32.5,23.5,49.9,37.4,19.8,12.5,26.8,20.4,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190827,2019-08-27,45601,CBT ,0,45,2226324,535457,301534,645042,53700,73003,34132,326519,611472,472344,100662,24112,10959,2178815,2172598,47509,53726,301117.0,105698.0,-5228.0,1591.0,38369.0,20072.0,-8891.0,78509.0,208308.0,76479.0,1853.0,1141.0,1121.0,294729.0,294593.0,6388.0,6524.0,100,24.1,13.5,29.0,2.4,3.3,1.5,14.7,27.5,21.2,4.5,1.1,0.5,97.9,97.6,2.1,2.4,176,32.0,36.0,51.0,5.0,6.0,6.0,42.0,36.0,55.0,11.0,5.0,6.0,147,147,30.3,21.5,46.5,35.5,20.1,13.7,28.5,22.7,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190903,2019-09-03,45601,CBT ,0,45,1920961,437435,236214,550408,21990,92856,37349,283490,501794,431058,111655,23352,9165,1882550,1882196,38411,38765,-305363.0,-98022.0,-65320.0,-94634.0,-31710.0,19853.0,3217.0,-43029.0,-109678.0,-41286.0,10993.0,-760.0,-1794.0,-296265.0,-290402.0,-9098.0,-14961.0,100,22.8,12.3,28.7,1.1,4.8,1.9,14.8,26.1,22.4,5.8,1.2,0.5,98.0,98.0,2.0,2.0,166,30.0,35.0,47.0,4.0,7.0,7.0,41.0,35.0,51.0,5.0,6.0,,136,138,25.0,21.7,42.5,35.2,15.8,14.5,23.2,24.0,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190910,2019-09-10,45601,CBT ,0,45,2016675,412183,255860,579021,9273,97504,37393,382196,525698,442049,108795,27936,9380,1980290,1974841,36385,41834,95714.0,-25252.0,19646.0,28613.0,-12717.0,4648.0,44.0,98706.0,23904.0,10991.0,-2860.0,4584.0,215.0,97740.0,92645.0,-2026.0,3069.0,100,20.4,12.7,28.7,0.5,4.8,1.9,19.0,26.1,21.9,5.4,1.4,0.5,98.2,97.9,1.8,2.1,172,35.0,28.0,47.0,4.0,8.0,5.0,44.0,36.0,50.0,8.0,6.0,4.0,144,134,23.0,23.5,42.4,37.7,17.7,16.3,25.7,23.7,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190917,2019-09-17,45601,CBT ,0,45,2143527,388834,327126,660821,14216,151242,21101,494516,516418,393549,120905,22500,8745,2102687,2101502,40840,42025,126852.0,-23349.0,71266.0,81800.0,4943.0,53738.0,-16292.0,112320.0,-9280.0,-48500.0,12110.0,-5436.0,-635.0,122397.0,126661.0,4455.0,191.0,100,18.1,15.3,30.8,0.7,7.1,1.0,23.1,24.1,18.4,5.6,1.0,0.4,98.1,98.0,1.9,2.0,174,30.0,35.0,50.0,,9.0,6.0,45.0,34.0,54.0,10.0,5.0,,147,140,28.5,23.5,47.6,40.2,21.5,15.7,31.4,24.8,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,190924,2019-09-24,45601,CBT ,0,45,2087212,359873,336134,633039,11158,162404,28131,443029,387052,443207,116921,21903,9767,2045125,2021637,42087,65575,-56315.0,-28961.0,9008.0,-27782.0,-3058.0,11162.0,7030.0,-51487.0,-129366.0,49658.0,-3984.0,-597.0,1022.0,-57562.0,-79865.0,1247.0,23550.0,100,17.2,16.1,30.3,0.5,7.8,1.3,21.2,18.5,21.2,5.6,1.0,0.5,98.0,96.9,2.0,3.1,163,24.0,33.0,43.0,5.0,9.0,8.0,33.0,41.0,55.0,8.0,5.0,4.0,132,141,29.7,24.9,49.4,40.4,24.2,13.5,31.9,22.8,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,191001,2019-10-01,45601,CBT ,0,45,1969608,281933,326880,603925,16918,168520,24526,463854,313494,460142,67272,14206,12495,1931065,1924188,38543,45420,-117604.0,-77940.0,-9254.0,-29114.0,5760.0,6116.0,-3605.0,20825.0,-73558.0,16935.0,-49649.0,-7697.0,2728.0,-114060.0,-97449.0,-3544.0,-20155.0,100,14.3,16.6,30.7,0.9,8.6,1.2,23.6,15.9,23.4,3.4,0.7,0.6,98.0,97.7,2.0,2.3,159,24.0,34.0,42.0,6.0,7.0,5.0,33.0,41.0,49.0,6.0,5.0,4.0,124,135,29.5,24.9,47.1,42.1,20.9,13.7,29.4,21.3,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,191008,2019-10-08,45601,CBT ,0,45,1978691,294108,329786,607216,7260,176865,24223,442003,288085,480877,65782,12125,15561,1937030,1934738,41661,43953,9083.0,12175.0,2906.0,3291.0,-9658.0,8345.0,-303.0,-21851.0,-25409.0,20735.0,-1490.0,-2081.0,3066.0,5965.0,10550.0,3118.0,-1467.0,100,14.9,16.7,30.7,0.4,8.9,1.2,22.3,14.6,24.3,3.3,0.6,0.8,97.9,97.8,2.1,2.2,156,19.0,39.0,44.0,5.0,6.0,5.0,39.0,35.0,48.0,7.0,5.0,,126,130,29.0,25.3,47.7,42.6,19.3,15.0,27.9,21.9,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,191015,2019-10-15,45601,CBT ,0,45,2180547,290895,351350,637866,4486,173555,30404,515727,340651,574174,70248,11350,15163,2138963,2134513,41584,46034,201856.0,-3213.0,21564.0,30650.0,-2774.0,-3310.0,6181.0,73724.0,52566.0,93297.0,4466.0,-775.0,-398.0,201933.0,199775.0,-77.0,2081.0,100,13.3,16.1,29.3,0.2,8.0,1.4,23.7,15.6,26.3,3.2,0.5,0.7,98.1,97.9,1.9,2.1,167,19.0,39.0,47.0,4.0,8.0,7.0,35.0,45.0,57.0,10.0,4.0,4.0,141,141,30.9,23.8,47.3,39.2,22.4,14.4,30.1,21.6,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,191022,2019-10-22,45601,CBT ,0,45,2269477,319650,394714,648620,4486,177114,25606,563792,368575,586627,70012,12739,14994,2233787,2228989,35690,40488,88930.0,28755.0,43364.0,10754.0,0.0,3559.0,-4798.0,48065.0,27924.0,12453.0,-236.0,1389.0,-169.0,94824.0,94476.0,-5894.0,-5546.0,100,14.1,17.4,28.6,0.2,7.8,1.1,24.8,16.2,25.8,3.1,0.6,0.7,98.4,98.2,1.6,1.8,174,18.0,45.0,47.0,4.0,9.0,9.0,40.0,40.0,58.0,10.0,6.0,5.0,146,147,33.3,23.6,49.1,39.1,24.3,14.8,31.8,21.8,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,191029,2019-10-29,45601,CBT ,0,45,2274882,358529,379347,650044,4869,181775,24522,563039,401447,562084,59080,15750,12266,2234433,2227235,40449,47647,5405.0,38879.0,-15367.0,1424.0,383.0,4661.0,-1084.0,-753.0,32872.0,-24543.0,-10932.0,3011.0,-2728.0,646.0,-1754.0,4759.0,7159.0,100,15.8,16.7,28.6,0.2,8.0,1.1,24.8,17.6,24.7,2.6,0.7,0.5,98.2,97.9,1.8,2.1,171,22.0,39.0,50.0,4.0,9.0,8.0,46.0,34.0,59.0,10.0,6.0,6.0,150,144,34.1,24.5,48.9,39.9,24.1,14.8,31.5,22.1,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,191105,2019-11-05,45601,CBT ,0,45,1870010,247197,297234,593232,5704,159356,28854,438305,251742,478883,19553,6203,11140,1822868,1826644,47142,43366,-404872.0,-111332.0,-82113.0,-56812.0,835.0,-22419.0,4332.0,-124734.0,-149705.0,-83201.0,-39527.0,-9547.0,-1126.0,-411565.0,-400591.0,6693.0,-4281.0,100,13.2,15.9,31.7,0.3,8.5,1.5,23.4,13.5,25.6,1.0,0.3,0.6,97.5,97.7,2.5,2.3,159,25.0,35.0,52.0,5.0,8.0,7.0,44.0,27.0,54.0,7.0,6.0,5.0,143,134,32.1,26.7,47.8,41.5,23.1,14.7,27.1,22.0,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,191112,2019-11-12,45601,CBT ,0,45,1950593,204675,336631,632877,4195,148893,35541,488573,226193,507283,18835,8950,9568,1901547,1905936,49046,44657,80583.0,-42522.0,39397.0,39645.0,-1509.0,-10463.0,6687.0,50268.0,-25549.0,28400.0,-718.0,2747.0,-1572.0,78679.0,79292.0,1904.0,1291.0,100,10.5,17.3,32.4,0.2,7.6,1.8,25.0,11.6,26.0,1.0,0.5,0.5,97.5,97.7,2.5,2.3,158,28.0,32.0,50.0,5.0,6.0,9.0,40.0,30.0,55.0,9.0,,4.0,143,133,31.1,26.9,45.4,41.5,21.7,14.9,25.5,22.3,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,191119,2019-11-19,45601,CBT ,0,45,2035402,250088,378570,624084,6352,145555,24317,550216,297734,505199,23338,8950,8319,1991913,1992728,43489,42674,84809.0,45413.0,41939.0,-8793.0,2157.0,-3338.0,-11224.0,61643.0,71541.0,-2084.0,4503.0,0.0,-1249.0,90366.0,86792.0,-5557.0,-1983.0,100,12.3,18.6,30.7,0.3,7.2,1.2,27.0,14.6,24.8,1.1,0.4,0.4,97.9,97.9,2.1,2.1,158,28.0,32.0,50.0,7.0,6.0,10.0,43.0,28.0,53.0,7.0,,,143,131,30.7,28.3,46.5,44.5,22.6,16.6,27.1,26.1,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,191126,2019-11-26,45601,CBT ,0,45,2218722,367971,419981,619217,6534,138569,29270,615075,443022,500859,27862,21461,7907,2174695,2180286,44027,38436,183320.0,117883.0,41411.0,-4867.0,182.0,-6986.0,4953.0,64859.0,145288.0,-4340.0,4524.0,12511.0,-412.0,182782.0,187558.0,538.0,-4238.0,100,16.6,18.9,27.9,0.3,6.2,1.3,27.7,20.0,22.6,1.3,1.0,0.4,98.0,98.3,2.0,1.7,161,33.0,27.0,50.0,7.0,6.0,9.0,47.0,25.0,56.0,8.0,,,146,132,30.1,28.4,45.7,44.0,23.8,19.1,29.5,28.9,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,191203,2019-12-03,45601,CBT ,0,45,1842087,401670,428251,446663,7337,38691,19446,487446,451556,402898,26704,15400,7514,1799678,1810419,42409,31668,-376635.0,33699.0,8270.0,-172554.0,803.0,-99878.0,-9824.0,-127629.0,8534.0,-97961.0,-1158.0,-6061.0,-393.0,-375017.0,-369867.0,-1618.0,-6768.0,100,21.8,23.2,24.2,0.4,2.1,1.1,26.5,24.5,21.9,1.4,0.8,0.4,97.7,98.3,2.3,1.7,148,39.0,19.0,46.0,7.0,,7.0,42.0,24.0,44.0,6.0,,,133,113,31.6,35.1,45.9,52.0,24.0,28.3,29.4,36.9,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,191210,2019-12-10,45601,CBT ,0,45,1850507,414977,490271,446719,13728,20628,21462,496333,431792,378472,27804,15090,7598,1807093,1812032,43414,38475,8420.0,13307.0,62020.0,56.0,6391.0,-18063.0,2016.0,8887.0,-19764.0,-24426.0,1100.0,-310.0,84.0,7415.0,1613.0,1005.0,6807.0,100,22.4,26.5,24.1,0.7,1.1,1.2,26.8,23.3,20.5,1.5,0.8,0.4,97.7,97.9,2.3,2.1,151,36.0,20.0,46.0,8.0,4.0,7.0,39.0,29.0,45.0,7.0,,,137,114,32.6,36.0,46.3,53.4,24.3,28.9,30.2,37.5,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,191217,2019-12-17,45601,CBT ,0,45,1870661,379823,515529,435813,14297,14214,34305,481806,371632,438083,35336,19800,6976,1826439,1836352,44222,34309,20154.0,-35154.0,25258.0,-10906.0,569.0,-6414.0,12843.0,-14527.0,-60160.0,59611.0,7532.0,4710.0,-622.0,19346.0,24320.0,808.0,-4166.0,100,20.3,27.6,23.3,0.8,0.8,1.8,25.8,19.9,23.4,1.9,1.1,0.4,97.6,98.2,2.4,1.8,150,32.0,24.0,43.0,8.0,4.0,8.0,42.0,26.0,49.0,7.0,,,135,116,31.5,36.7,45.9,54.0,23.0,28.4,29.1,36.6,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,191224,2019-12-24,45601,CBT ,0,45,1895184,396518,516609,444233,15816,14990,29991,485276,393155,435664,38963,19800,6605,1853066,1861047,42118,34137,24523.0,16695.0,1080.0,8420.0,1519.0,776.0,-4314.0,3470.0,21523.0,-2419.0,3627.0,0.0,-371.0,26627.0,24695.0,-2104.0,-172.0,100,20.9,27.3,23.4,0.8,0.8,1.6,25.6,20.7,23.0,2.1,1.0,0.3,97.8,98.2,2.2,1.8,149,34.0,22.0,44.0,8.0,4.0,7.0,41.0,25.0,47.0,8.0,,,134,114,31.4,37.1,45.6,54.1,21.7,28.5,28.6,37.2,"(CONTRACTS OF $5,000,000)",F33,FutOnly
